
breakdown,2022
reemerging,2019
antibiotic,2011
lamented,2006
lamented,2011
lamented,2015
wealthy,2021
desire,2007
desire,2018
desire,2021
effective_method,2008
effective_method,2010
distributing,2006
distributing,2020
va,2017
antiviral,2015
participant_agreed,2013
immediate,2009
early_detection,2006
early_detection,2014
containment,2006
containment,2008
containment,2011
containment,2018
containment,2020
perform,2021
collaborative,2009
infectious,2011
infectious,2013
infectious,2016
derive,2008
derive,2020
elli,2014
elli,2016
rubinstein,2014
rubinstein,2016
centralized,2010
centralized,2013
centralized,2016
centralized,2022
prioritization,2007
addition,2007
riskier,2014
inoguchi,2006
kuniko,2006
faculty,2014
sophia,2014
rowland_sherwood,2009
professor_chemistry,2014
professor_chemistry,2019
university_california,2016
irvine,2014
irvine,2016
chemistry,2005
lee_yuan,2010
lee_yuan,2012
tseh_president,2008
share_knowledge,2020
afford,2014
afford,2020
make_mistake,2007
make_mistake,2014
ove,2007
tions,2020
toward,2005
directed,2017
directed,2022
civil_society,2010
civil_society,2017
put_forward,2018
put_forward,2021
regional,2006
regional,2012
sought,2007
sought,2014
sought,2020
sought,2022
parameter,2011
parameter,2015
parameter,2017
parameter,2019
seemingly,2007
seemingly,2012
seemingly,2021
forever,2010
forever,2014
forever,2021
sherwood,2006
sherwood,2008
rowland,2006
rowland,2008
stabilize,2012
stabilize,2020
middle,2014
reached,2007
reached,2009
reached,2020
billion,2013
next_year,2020
distribute,2008
distribute,2012
distribute,2015
gnp,2011
climate,2007
annual,2010
annual,2016
co_emission,2012
per_caput,2006
per_caput,2009
per_caput,2011
per_caput,2014
per_caput,2022
ton_per,2010
ton_per,2012
varies,2007
varies,2011
considerably,2011
considerably,2013
emission,2005
lot,2006
lot,2008
turn,2022
historical,2014
industrial_revolution,2007
industrial_revolution,2010
industrial_revolution,2012
industrial_revolution,2017
industrial_revolution,2022
human_activity,2011
human_activity,2013
influential,2014
influential,2018
asserted,2010
asserted,2014
asserted,2017
asserted,2021
nothing,2006
harmonizing,2012
harmonizing,2015
technological_solution,2011
solar_energy,2012
thought,2006
scholar,2020
scholar,2022
village,2007
village,2014
village,2016
village,2018
village,2020
beneficial,2011
promise,2015
clean_energy,2019
find_way,2007
find_way,2009
find_way,2021
achieving_goal,2016
achieving_goal,2019
orbach,2008
director_office,2008
peter_president,2007
peter_president,2009
peter_president,2013
peter_president,2017
peter_president,2019
state_são,2012
state_são,2019
state_são,2022
paulo,2012
paulo,2019
paulo,2022
yoichi,2007
yoichi,2016
innovative,2009
jack,2009
gtl,2012
gtl,2015
shell,2007
shell,2012
shell,2016
shell,2018
shell,2020
shell,2022
gas,2007
sasaki,2020
mohri,2006
mamoru,2006
national_museum,2006
emerging,2006
md,2012
overarching,2012
overarching,2020
overarching,2022
ant,2013
great_potential,2013
renewables,2006
renewables,2011
renewables,2014
renewables,2016
fa,2007
fa,2013
ct,2006
ct,2013
steadily,2014
steadily,2018
steadily,2021
risen,2009
recent_year,2007
tends,2008
tends,2016
consumption,2022
alone_solve,2007
alone_solve,2018
wind_solar,2009
unreliable,2010
unreliable,2012
unreliable,2016
embed,2019
co,2009
production_consumption,2009
production_consumption,2019
environmentally,2006
environmentally,2009
environmentally,2012
environmentally,2020
acceptable,2013
atmospheric,2012
atmospheric,2014
atmospheric,2018
carbon_emission,2008
carbon_emission,2022
member,2007
recognized,2005
recognized,2016
lowering,2010
lowering,2016
lowering,2018
expanding,2008
expanding,2019
alike,2008
alike,2014
alike,2016
number,2018
discounted,2013
reexamined,2018
like_china,2008
like_china,2014
like_china,2021
alter,2010
alter,2014
motivated,2007
motivated,2009
motivated,2022
renewable_energy,2005
fossil_fuel,2010
intensity,2008
lastly,2015
proposed,2007
instrument,2006
instrument,2016
carbon_sequestration,2006
carbon_sequestration,2008
carbon_sequestration,2012
carbon_sequestration,2018
synthetic_fuel,2009
synthetic_fuel,2013
synthetic_fuel,2021
genetically_modified,2009
genetically_modified,2012
gm,2007
gm,2017
gm,2021
enhanced,2006
endure,2008
drought,2019
drought,2021
pest,2011
pest,2015
soil,2009
soil,2011
soil,2014
soil,2021
much_higher,2010
much_higher,2012
much_higher,2019
yield,2007
yield,2011
feed,2022
consuming,2013
consuming,2017
consuming,2019
consuming,2022
tested,2020
understood,2007
understood,2009
understood,2011
circumstance,2017
ramification,2010
peo,2013
ple,2013
eat,2007
eat,2018
president_royal,2006
president_royal,2008
president_royal,2013
adel,2006
adel,2013
agricultural,2005
dry,2014
dry,2022
wambugu_florence,2010
wambugu_florence,2013
ceo,2008
int,2013
l,2013
l,2015
l,2020
ahbfi_ke,2013
institut,2013
na,2006
na,2009
na,2013
tional,2014
la,2020
inra,2009
debate,2009
debate,2019
ons,2013
vulnerability,2012
invasive,2006
invasive,2010
invasive,2013
invasive,2015
invasive,2020
specie,2016
farmland,2014
entered,2007
entered,2010
entered,2017
entered,2019
entered,2021
consciousness,2010
consciousness,2012
consciousness,2014
consciousness,2016
consciousness,2022
quite,2012
combat,2016
hunger,2011
hunger,2014
hunger,2017
prime,2013
prime,2019
mention,2012
mention,2014
mention,2017
safety_standard,2008
safety_standard,2015
safety_standard,2020
safety_standard,2022
dev,2006
dev,2013
word,2022
exportation,2006
choose,2013
financial,2018
fulfill,2011
fulfill,2015
fulfill,2021
digital,2005
leapfrog,2008
leapfrog,2011
leapfrog,2015
leapfrog,2017
specific,2021
devel,2006
devel,2013
devel,2019
oping,2017
oping,2020
newton,2016
dean_college,2022
engineering,2011
roy,2012
roy,2015
roy,2018
carson,2012
berkeley,2009
berkeley,2012
berkeley,2021
au,2016
au,2018
au,2021
lu,2009
hong,2021
special,2009
assistant,2010
assistant,2013
chancellor,2008
chancellor,2018
gannes,2006
gannes,2011
stuart,2006
stuart,2009
stuart,2011
x,2007
x,2020
fellowship,2006
fellowship,2009
fellowship,2016
fellowship,2018
prog,2007
ram,2007
stanford_university,2010
commonplace,2013
aimed,2007
busin,2006
es,2006
profitable,2007
profitable,2009
profitable,2015
serving,2007
serving,2019
popu,2019
lation,2016
lation,2019
income,2017
income,2019
developing_nation,2010
delivering,2007
delivering,2010
delivering,2013
delivering,2016
critic,2006
critic,2010
critic,2012
charity,2014
charity,2016
start,2006
fledgling,2012
proponent,2012
proponent,2018
proponent,2022
connection,2008
hundred,2011
hundred,2017
ask,2006
ask,2008
ask,2010
dical,2006
weather,2007
forecast,2007
forecast,2009
thereby,2017
thereby,2020
demonstrating,2019
high,2005
informal,2016
vote,2014
greatest,2017
wealthiest,2013
en,2013
en,2015
attracted,2012
attracted,2014
attracted,2021
talent,2018
undertaken,2007
alexandria_eg,2020
jorge,2008
jorge,2013
cl,2013
pierre,2017
personnel,2010
personnel,2019
personnel,2021
experimental,2021
lip,2014
pt,2010
pt,2012
zakri,2006
united_nation,2008
malaysia,2006
nasa,2006
nasa,2009
nasa,2012
administrator,2006
administrator,2009
administrator,2021
survival,2007
survival,2017
migrate,2008
migrate,2010
escape,2007
escape,2020
poverty,2005
especially_true,2012
especially_true,2020
educa,2019
ted,2016
suffering,2016
suffering,2018
improving_quality,2009
flexibility,2007
flexibility,2009
flexibility,2012
flexibility,2014
flexibility,2016
flexibility,2021
giving,2018
young_researcher,2008
young_researcher,2010
young_researcher,2013
educated,2009
educated,2011
educated,2018
ly,2013
center_excellence,2006
center_excellence,2009
center_excellence,2021
concentrate,2017
woman,2020
female,2010
safe,2020
intentional,2017
intentional,2019
bioterrorism,2006
bioterrorism,2016
exists,2006
exists,2012
international_community,2011
contain,2011
contain,2013
contain,2018
contain,2020
contain,2022
plate,2006
plate,2014
plate,2022
nikolay,2006
nikolay,2019
russian_academy,2006
russian_academy,2008
atlas,2006
ronald,2006
ronald,2009
ronald,2014
ronald,2016
dean,2014
graduate_school,2006
graduate_school,2019
louisville,2006
professor_emeritus,2007
kennedy,2014
kennedy,2019
harvard_university,2008
centre,2006
centre,2012
icgeb,2019
sharma,2015
former,2006
han,2005
han,2008
han,2013
assembly,2007
assembly,2012
assembly,2015
assembly,2020
session_covered,2008
session_covered,2012
session_covered,2022
two_main,2016
two_main,2021
pathogenic,2008
pathogenic,2013
pathogenic,2015
organism,2018
organism,2021
intent,2017
concerned,2006
concerned,2014
actually,2008
attack,2010
attack,2019
attack,2022
must_continue,2009
must_continue,2012
must_continue,2014
must_continue,2019
afflict,2021
recommended,2012
recommended,2018
holder,2012
obligation,2013
obligation,2020
dealt,2012
dealt,2014
ethical_issue,2019
potentially,2008
general_consensus,2019
weapon,2006
weapon,2009
weapon,2013
weapon,2018
weapon,2022
unacceptable,2012
monitor,2017
biologic,2014
al,2010
al,2013
occurring,2008
occurring,2010
occurring,2016
occurring,2019
occurring,2021
accepted,2007
accepted,2009
accepted,2014
accepted,2016
accepted,2022
upholding,2009
upholding,2011
concurrent,2006
concurrent,2011
concurrent,2017
concurrent,2022
nanotechnology,2011
nanotechnology,2021
witnessing,2007
witnessing,2011
witnessing,2017
understandably,2007
gr,2013
bit,2014
bit,2016
bit,2020
appreciate,2020
appreciate,2022
wondrous,2011
wondrous,2018
kishi_teruo,2007
institute_material,2007
chinese_academy,2020
nakamura,2007
executive_officer,2009
hitachi_jp,2013
scien_ce,2007
scien_ce,2013
yoshinori,2009
csiro_au,2007
csiro_au,2015
csiro_au,2017
coating,2008
coating,2011
coating,2013
coating,2016
coating,2018
introducing,2011
introducing,2021
teruo,2018
mentally,2015
neutral,2009
neutral,2017
neutral,2021
sometimes,2006
applies,2007
applies,2010
applies,2012
applies,2020
positive_effect,2008
still,2005
careful,2008
careful,2010
endeavor,2006
endeavor,2012
endeavor,2021
gain_public,2007
gain_public,2010
gain_public,2018
gain_public,2021
moment,2006
moment,2009
moment,2011
moment,2015
moment,2018
moment,2020
better_understanding,2007
better_understanding,2022
average_person,2015
b,2018
b,2021
ai,2013
coordinated,2015
coordinated,2021
already_exist,2008
already_exist,2010
already_exist,2015
already_exist,2018
bright_future,2008
bright_future,2010
bright_future,2012
bright_future,2014
bright_future,2016
bright_future,2022
carried,2006
concerning,2007
nanoscience,2014
positioned,2016
indus,2013
trial,2007
trial,2011
trial,2021
extremely_important,2008
extremely_important,2011
extremely_important,2018
breakthrough,2018
high_priority,2015
diverse,2007
sts,2006
sts,2014
sts,2018
nanotech,2008
nanotech,2011
nanotech,2013
ac,2013
mized,2016
solidarity,2014
solidarity,2016
expectation,2005
profound,2019
potent,2011
redefinition,2011
material,2008
tures,2015
modifying,2018
confidence,2008
confidence,2010
confidence,2020
long,2005
long,2013
proceed,2007
proceed,2016
ethically,2013
environmental_impact,2019
divided,2022
three_main,2011
three_main,2013
electrical,2021
elementary,2013
elementary,2015
elementary,2018
remarkable,2008
remarkable,2021
property,2016
soon,2007
excite,2011
excite,2014
excite,2017
disclose,2015
disclose,2021
ambitious,2018
different,2005
regard,2011
determining,2009
determining,2011
determining,2014
impr,2007
asks,2008
asks,2011
asks,2014
asks,2017
every_year,2015
million,2020
attending,2014
attending,2019
book,2011
book,2022
pa,2013
per,2007
per,2018
invaluable,2011
invaluable,2018
invaluable,2020
invaluable,2022
efficiently,2009
disruption,2007
disruption,2010
similarly,2007
similarly,2018
projecting,2008
discover,2006
discover,2011
discover,2013
discover,2015
paint,2013
paint,2018
plastic,2016
plastic,2022
aspect_life,2020
invisible,2015
invisible,2019
considers,2008
considers,2010
considers,2015
extension,2011
extension,2021
wary,2006
wary,2010
wary,2015
branch,2008
branch,2010
branch,2017
branch,2021
numerous,2018
informed,2006
informed,2021
tax,2006
tax,2022
expecting,2015
valuable,2009
product_service,2013
central_role,2016
central_role,2018
central_role,2022
reported,2013
alan,2006
american_association,2008
american_association,2010
aaa,2010
aaa,2018
kleiber,2008
kleiber,2010
kleiber,2016
pl,2011
pl,2013
pl,2022
taha,2007
park,2010
park,2016
taizo,2014
barry,2021
advisor_government,2017
delegation,2011
delegation,2017
republic,2019
ie,2007
ie,2011
compared,2007
compared,2011
dark,2012
dark,2016
dark,2018
dark,2021
opposite,2006
opposite,2008
opposite,2011
opposite,2015
opposite,2018
opposite,2020
opposite,2022
asking,2021
hurt,2012
certain,2008
ought,2008
ought,2010
ought,2014
ought,2017
ought,2019
known,2007
known,2011
known,2016
illustrate,2009
illustrate,2013
illustrate,2015
illustrate,2017
lead_better,2007
lead_better,2009
lead_better,2019
origin,2009
origin,2017
origin,2019
personality,2016
trait,2007
trait,2016
strike,2006
strike,2010
strike,2012
strike,2018
strike,2021
home,2020
home,2022
strive,2013
strive,2017
hear,2011
hear,2020
simply,2014
explain,2008
leave,2006
leave,2014
deeper,2019
accordingly,2007
accordingly,2009
build,2005
ic,2006
ic,2013
science_literacy,2009
science_literacy,2012
science_literacy,2015
science_literacy,2018
science_literacy,2020
science_literacy,2022
enactment,2017
evidence,2010
evidence,2012
evidence,2014
trillion,2007
trillion,2016
trillion,2022
yen,2007
yen,2014
formed,2011
formulating,2008
formulating,2021
resource_allocation,2010
intended,2012
intended,2014
intended,2016
gdp,2022
tech_nology,2006
tech_nology,2013
tech_nology,2019
involves,2006
order_promote,2005
order_promote,2007
order_promote,2009
noting,2007
polish,2022
attached,2010
attached,2014
attached,2020
promotes,2014
promotes,2022
day,2020
channel,2013
broadcasting,2007
city,2006
grant,2020
object,2012
object,2014
object,2019
enabling,2018
refine,2012
refine,2020
private_sector,2014
invest,2017
sudan,2006
sudan,2015
sudan,2022
force,2011
ding,2013
labor_market,2013
labor_market,2018
labor_market,2020
forth,2010
forth,2012
forth,2014
forth,2019
forth,2021
dichotomy,2014
dichotomy,2016
dichotomy,2022
sharp,2014
sharp,2020
commonly,2010
commonly,2012
commonly,2018
commonly,2021
explained,2010
explained,2021
closely,2018
closely,2020
religious,2007
religious,2009
preservation,2007
preservation,2009
preservation,2011
preservation,2014
preservation,2017
preservation,2019
widening,2009
widening,2014
widening,2016
widening,2019
widening,2021
coexistence,2006
marked,2015
peace,2007
peace,2011
peace,2018
peace,2020
economic_crisis,2015
economic_crisis,2020
asia,2012
emphasizes,2011
emphasizes,2021
higher,2007
elevation,2014
small_enterprise,2010
small_enterprise,2020
small_enterprise,2022
firm,2020
startup,2012
startup,2016
spur,2009
spur,2012
spur,2020
spur,2022
cluster,2018
marketing,2009
marketing,2016
marketing,2020
marketing,2022
attracting,2021
characterized,2011
characterized,2015
harnessed,2011
stimulus,2009
stimulus,2012
stimulus,2015
stimulus,2017
stimulus,2020
committed,2018
committed,2020
committed,2022
basic_research,2007
pattern,2016
reflects,2007
reflects,2012
reflects,2014
decision,2009
benefited,2012
proportion,2019
oecd,2010
oecd,2016
attract,2020
irish,2017
intends,2012
guarantee,2008
professorship,2008
professorship,2021
permanent,2007
permanent,2014
special_buffet,2007
dinner,2007
dinner,2013
dinner,2022
master,2009
master,2011
master,2013
master,2018
master,2021
reiko,2017
yamada,2016
yamada,2022
keiji,2007
keiji,2009
governor,2006
governor,2008
governor,2010
governor,2018
prefecture,2008
prefecture,2010
prefecture,2012
prefecture,2014
mayor,2007
mayor,2010
mayor,2022
yesterday,2014
morning,2015
morning,2017
afternoon,2012
kurokawa_kiyoshi,2013
oxburgh,2006
transport,2008
trading,2019
lord,2006
lord,2017
lord,2021
campbell,2010
campbell,2013
philip,2007
philip,2013
philip,2016
philip,2018
kiyoshi_kurokawa,2010
kiyoshi_kurokawa,2021
quoted,2017
franklin,2008
franklin,2017
franklin,2021
test,2020
add,2010
add,2021
abundance,2010
abundance,2020
addicted,2008
biggest,2008
dirty,2011
dirty,2014
damage,2005
damage,2008
damage,2019
extreme,2010
extreme,2012
mostly,2006
mostly,2012
mostly,2014
renewable_source,2006
renewable_source,2009
